iterations,test-TotalF1-mean,test-TotalF1-std,train-TotalF1-mean,train-TotalF1-std,test-MultiClass-mean,test-MultiClass-std,train-MultiClass-mean,train-MultiClass-std,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std
176,0.35562203088090216,0.030344912992556747,0.7137365443595479,0.014024166566253913,1.1710993010241815,0.030460152741113983,0.810067003645931,0.008124377273452613,,,,
177,0.34913895842567394,0.028734959384327956,0.7143942502090561,0.013200469567912158,1.171926541475558,0.027658664975966866,0.8089060064143713,0.007930914548031421,,,,
178,0.35040282546856727,0.030468663861458616,0.7128820341725204,0.012406288350293213,1.1723841841437177,0.02764148744919528,0.8080861680252397,0.007956228462840562,,,,
179,0.3483027215974868,0.028501289098237886,0.7149812205640593,0.013463609424937304,1.172993094067453,0.027684218302715915,0.8067897821215861,0.008165434799122823,,,,
180,0.3516466358879329,0.02671268748060137,0.715701125804213,0.013606895133785388,1.1720819932832294,0.027884746731773078,0.8057506566924101,0.008293785006693435,,,,
181,0.3464571366977389,0.037230245094800864,0.7166577638298073,0.011608731443115541,1.172536783064008,0.029168419751450854,0.8046174096181751,0.008160611958477535,,,,
182,0.34314539719200526,0.03484587760771557,0.7168263607317095,0.01325753878837295,1.1739906072748363,0.028210090545596495,0.8035637375930973,0.008439803086682704,,,,
183,0.3433589905102434,0.03602508928286832,0.719372211761089,0.013931173543586998,1.173884239431184,0.02806633023645337,0.802451695831877,0.008424056925671858,,,,
184,0.3478626469327829,0.03950204096624283,0.716543746707826,0.011127958446501678,1.1742872582975692,0.027575092584925368,0.8013490175118034,0.008558945927138302,,,,
185,0.3459198100631779,0.033337053177544346,0.7197321923709643,0.011927609735699644,1.1743117561620333,0.028432412762278546,0.8002405124866894,0.008579108172002877,,,,
