iterations,test-TotalF1-mean,test-TotalF1-std,train-TotalF1-mean,train-TotalF1-std,test-MultiClass-mean,test-MultiClass-std,train-MultiClass-mean,train-MultiClass-std,test-F1-mean,test-F1-std,train-F1-mean,train-F1-std
30,0.36465182814132036,0.01973909408689232,0.44544467708207,0.01838208024152872,1.1067545166245965,0.014016169810017583,1.0495604084902532,0.005420232393980363,,,,
31,0.36159869925352994,0.015066618401096084,0.44663019479727495,0.015038578821809425,1.1075271710235928,0.01376580563785775,1.0483811614982381,0.0054527989526371055,,,,
32,0.35951034873941856,0.016548320605866806,0.4485425034709897,0.012664416845112762,1.1079916554841256,0.013413041211790459,1.047644305748154,0.005850437320754644,,,,
33,0.3524268695252173,0.02040994583078623,0.4452942139552327,0.014881216685953389,1.1092853487654566,0.014552502035650462,1.0456208130699693,0.005455788339843978,,,,
34,0.35858256251901743,0.03308608544760806,0.4421793896568211,0.012077162720452313,1.1092428994053034,0.015217150826564893,1.0436695299138,0.005179085489172148,,,,
35,0.34621286738890816,0.025622629267286715,0.45187057052107527,0.012664346388206757,1.1100764999067574,0.015656597716504794,1.041558914042406,0.005225642946881283,,,,
36,0.34587383676813904,0.01903673216147122,0.4545784378402063,0.012343298916674433,1.1114151780951809,0.015866882446227998,1.0395899150473558,0.005285654345086004,,,,
37,0.34520230514177364,0.02625101844792372,0.45495961879820257,0.008178023787299631,1.1121123803793025,0.013961685176283635,1.0375787919111894,0.005390120052735021,,,,
38,0.34952838988864476,0.03290436490239684,0.4543588733564225,0.006947053605415925,1.113703390306223,0.016139779378711368,1.035122179475624,0.006414204852533085,,,,
39,0.34973037175413146,0.028684091041310717,0.4560124821613411,0.006720918375450903,1.113785354888198,0.016784578375224714,1.0334986700969238,0.006318846352064591,,,,
40,0.35453606243927527,0.028199709417149978,0.4623409858548889,0.00762011252189796,1.1153273640884418,0.018225137109934602,1.03147335026399,0.0069594847551618265,,,,
41,0.34556699011673525,0.019570429804585423,0.4676184801094848,0.010681921089785797,1.1153204257807257,0.018385320679059788,1.0297981480904266,0.006657850900057772,,,,
42,0.33988690036807995,0.019326680142706863,0.4721968601558727,0.014291578651249682,1.116363752217981,0.017497033094277838,1.0271229442321228,0.005850797305357847,,,,
43,0.33942092554688774,0.015948069231321665,0.4749953806059688,0.009884704598930536,1.1176946161071855,0.017301637072363235,1.0251584328467624,0.005651920505901895,,,,
44,0.34765877340184176,0.024431872321550707,0.4725621437629347,0.015128074593278647,1.1180678452556154,0.018294245093817545,1.022921569893996,0.0066925563924618865,,,,
45,0.35024130007799903,0.025432156262032164,0.4765673570735,0.01299821573130253,1.1190794683905168,0.018501486094705272,1.0208876545542536,0.007791612526386476,,,,
46,0.34637699023510593,0.013611088446805692,0.4839178090031943,0.010523984233801315,1.1202577507114406,0.018983633459095067,1.0187959321772255,0.007761665563587579,,,,
47,0.34722469562741753,0.019922045966651623,0.4892848251549887,0.0089119469180993,1.1211797793214768,0.01797107551118443,1.0163806523768624,0.006785733098694701,,,,
48,0.35022695978257445,0.015523018912807657,0.4962691069590031,0.00839370074253043,1.1226867093897483,0.017117716321177173,1.0139714890473264,0.006330024659447102,,,,
49,0.3502334442214877,0.020478703221409825,0.4958455224944732,0.006357272782216969,1.1213141672369067,0.01686400765954973,1.0112715989047252,0.006058752140090809,,,,
50,0.3479325571351964,0.021205831839898024,0.49952629730425163,0.008813173830909507,1.1240057829121062,0.017161009738268954,1.0086524288167886,0.0060744916742309606,,,,
51,0.35139669509804117,0.016421887091142146,0.5041073103527445,0.008061336604331141,1.1251655201709512,0.017645862733659878,1.0065361337090224,0.006518167699345346,,,,
52,0.3464627762002214,0.024124751732778407,0.50446930458467,0.008868128089774798,1.1261869677002658,0.01823730431797691,1.0048177242188499,0.006474425294694026,,,,
53,0.34660427437235025,0.01988481506466931,0.5062134392720674,0.008901397266673048,1.1271547420092751,0.018805330113257666,1.0027333943815222,0.006501832518991667,,,,
54,0.3513430638433403,0.021365945460848003,0.5115516652463715,0.014753358947550458,1.1276124145580586,0.019327718360576722,1.0013412368842949,0.006807347570737023,,,,
55,0.34924832581910475,0.02130301482447951,0.5186730849350651,0.013934002278506859,1.1289546324212032,0.01940146561486339,0.9983387253431989,0.006636260582236161,,,,
56,0.3386941416629721,0.014706896711807972,0.5180894389943028,0.015649177260803768,1.1300817379523398,0.01914289418532018,0.995719577572183,0.0064302183215282195,,,,
57,0.33750426212503404,0.016356208329675333,0.5178478803122618,0.01501549995766757,1.131606546516051,0.017286098118017842,0.9930096690167256,0.005672851035748676,,,,
58,0.33294762611762013,0.0195842394218809,0.5188454306480039,0.01372444527816543,1.1311401884776795,0.017436259374773305,0.9909156747340437,0.005825735862863022,,,,
59,0.3328043074256887,0.018330518071278064,0.5184365705409577,0.017117259316267175,1.1311608045237238,0.018759343276082044,0.9884325784966108,0.006056828875327755,,,,
60,0.34168907508611635,0.02153399757404422,0.5218070179354584,0.015548178161683529,1.1304521975806459,0.018475680576911024,0.9864805604877376,0.006123751395025252,,,,
61,0.3476123091669918,0.027698098637431248,0.5253206548870525,0.01438462084813063,1.1307446443029234,0.018532116045711852,0.9844810220380434,0.0056323078649189885,,,,
62,0.3491216789392002,0.0292492263202039,0.5323748379731482,0.013593539465002186,1.1310950682880585,0.018850681017034885,0.9828818162613603,0.005637923048268128,,,,
63,0.3483257204425184,0.03013473274943511,0.5364024688444148,0.015003820583740347,1.1301030605855193,0.01967141793422779,0.9804795176945852,0.006146335440456225,,,,
64,0.3459680889355746,0.030341544290043262,0.541227335559185,0.011380936325293935,1.1305275042507297,0.018988830747992978,0.9786256220372174,0.005700388710878821,,,,
65,0.34774680456138796,0.0322151237412284,0.5440312646329449,0.009825813149311918,1.1301434689747207,0.01766702072960304,0.9765366124851299,0.006103844302168198,,,,
66,0.348919566455139,0.03512847859517946,0.5461531627333434,0.013457058473974371,1.130649131249275,0.018211602236783465,0.9745868049276849,0.006534432295217469,,,,
67,0.3470800936858143,0.032005638244605526,0.5477884685156115,0.01282581491027413,1.129881349100931,0.018277176079447705,0.972536509528242,0.007014230526218287,,,,
68,0.35155512522761745,0.0386408698282167,0.5440290122461906,0.012834317581773624,1.1308925386850632,0.01858230438197616,0.970851550146657,0.007202840588628792,,,,
69,0.3462404163389279,0.02955483492537748,0.5446086814842065,0.01203775138956637,1.1320914924184589,0.018875989527417043,0.9692018936034371,0.007471409585999043,,,,
70,0.3462641034584518,0.030615192389923513,0.5529965637256735,0.01490706695698054,1.1324987943678233,0.01784752472585908,0.9674630461011173,0.007665306624922924,,,,
71,0.3567450384710028,0.03300232068332231,0.5509353135645916,0.017261897554390067,1.1326574439257742,0.017176112913153203,0.9658891654230963,0.007424457162812826,,,,
72,0.349438117591921,0.027177485603124003,0.5548583812337284,0.01734827725633568,1.1328219302424953,0.017449557357392502,0.9639911057168886,0.007652923611523764,,,,
73,0.3427759640555411,0.02747802983182073,0.5531902791843886,0.016996754030672696,1.133265522538355,0.01615735130119071,0.9613843064479383,0.007572958682044321,,,,
74,0.3405012899618961,0.02813306173521369,0.5533829185212269,0.022346726784248885,1.1349525958849216,0.017308037316154122,0.9594593909223363,0.007941981735749257,,,,
75,0.33716724693970324,0.02952018063946734,0.5547755853000285,0.01873389131218809,1.1364077376267532,0.017238475770347525,0.957198477323433,0.008007463534377653,,,,
76,0.33551911911875226,0.02921713677895263,0.5584824398216494,0.01692856718650491,1.1368267025114895,0.01759243258129525,0.9556723274291287,0.007923958392952585,,,,
77,0.34276021383332517,0.024775920895218382,0.5624807467243392,0.014688872042748696,1.1368557663697536,0.017062450836780218,0.953826948754046,0.008346356552124012,,,,
78,0.343386099267443,0.020884323456598294,0.5659304846481816,0.013730627186022016,1.1381070897811312,0.017323754602336084,0.9521717434046995,0.008167393313319529,,,,
79,0.3398086153910679,0.023694162148147135,0.5662649335617365,0.014417165008143249,1.1389872484985295,0.01782719889788288,0.9503414096662933,0.008058249410488138,,,,
80,0.34072253280491777,0.023615856173245787,0.5702664599322935,0.013617588709011011,1.137495744485281,0.017816929198409152,0.9486713062434544,0.008743005331286906,,,,
81,0.3435932312761453,0.019309806066572403,0.5721250953995656,0.0122145766964019,1.1389649188913826,0.018333977800858103,0.9467802860644288,0.008923521946664363,,,,
82,0.3397567071251139,0.01674551267414452,0.5758131653024104,0.006922828639699573,1.1383078296274483,0.01833780858987778,0.9449493615289553,0.008056804143909958,,,,
83,0.341801257765427,0.018829854688091934,0.5730086896577081,0.009855552234739646,1.1392016527725204,0.018041412152512207,0.9431212778233222,0.00824692834994538,,,,
84,0.34005510656834426,0.01761614396709911,0.5749353948203533,0.0077359322222374126,1.139516843618646,0.018737288775006872,0.941542313958279,0.008628932606906014,,,,
85,0.34362160901194655,0.022356736846263204,0.5773984889679298,0.011245263105810943,1.13890072868987,0.018384466669802892,0.9396313690583733,0.008620507483414206,,,,
86,0.33864485858105464,0.02118606096028046,0.580139993329982,0.00986545114660276,1.1400456002663932,0.019465853203251275,0.9378074577407782,0.008275261356816164,,,,
87,0.3382826748678586,0.020808070513716675,0.5821868505491182,0.010447364803453164,1.1405762702191269,0.01980492446877517,0.9363877956060955,0.007959013089749953,,,,
88,0.33739057545274004,0.018311999532066924,0.5815461343557911,0.012416563669013319,1.1424971521023861,0.018097470382426574,0.9347946821417569,0.007990803544238687,,,,
89,0.33808549678232613,0.023805268579324006,0.5860313227553197,0.012948711511332346,1.1415521547606047,0.018616956208118585,0.9331185449369295,0.008247300098826989,,,,
90,0.33245440885482475,0.019026164453046435,0.5860660831417059,0.015142946073582042,1.1414487778176359,0.018854706083412616,0.9313413384038596,0.008382765726098071,,,,
91,0.33509391770434505,0.023862375190896835,0.5829129212434107,0.01609044286449458,1.141964617583571,0.019410188109950034,0.9299408796883156,0.008768610054493487,,,,
92,0.341977251486164,0.022262635554031678,0.5875642879843012,0.017204355559016418,1.1428495758023114,0.019041102362098005,0.9282136963976111,0.00868648371323427,,,,
93,0.3372551600099675,0.018947669621119205,0.5932740977668423,0.014815466499674697,1.1434080231199448,0.019506732989796747,0.9267037825877449,0.008287118812158106,,,,
94,0.334012459687172,0.018764476716454533,0.5953693296807867,0.012842969574491117,1.14464150958703,0.020211138769177298,0.9245218978816359,0.008021925389776993,,,,
95,0.33431869552125465,0.018726570671734392,0.5964253335602873,0.016300370134769582,1.1453558240661912,0.019933613182949433,0.923206668619137,0.007889237467072784,,,,
96,0.33052904455235166,0.01834386884660366,0.600850417248471,0.014360823723139477,1.1459688455931971,0.02080763577269361,0.9217159782178609,0.007717123071397205,,,,
97,0.3373208035220116,0.022779911594215895,0.6025212702196241,0.016516898140713634,1.1459827679240486,0.020478930024714428,0.920156857805288,0.007927087229661183,,,,
98,0.3408989414566249,0.022490108182202737,0.6067516648571794,0.017892196401050695,1.1465554384577945,0.02010071357425507,0.917898501591556,0.008647938775812658,,,,
99,0.3396701888658482,0.02192082611898197,0.6084789438369871,0.01908302667263444,1.147631531176287,0.02059208528941292,0.9162026098330835,0.007971270453670793,,,,
100,0.3409533014350981,0.020363371963141908,0.6093253752671668,0.023605044975531887,1.14812202674443,0.021835844239470003,0.9143139927910559,0.008225317882595014,,,,
101,0.34229270872105233,0.016943725549109286,0.6129011965977684,0.023654455703012025,1.1491584805652129,0.02119523006216424,0.9124916525334698,0.007804944853183401,,,,
102,0.3444913027754034,0.0237464598404114,0.6093385701692584,0.02169426565338067,1.1484731633612497,0.022808271483350642,0.9113561889586503,0.008029164913150387,,,,
103,0.3437124963484335,0.023662839786434693,0.6094742438248588,0.02235525215240399,1.1497925294506721,0.022166085328685595,0.9100335120924008,0.00784670597374444,,,,
104,0.33778713296875873,0.02673054738204738,0.6121176638718834,0.029863923709450384,1.1500458761792391,0.023148471093553755,0.9084650946879125,0.008432824968539369,,,,
105,0.33465502497308525,0.030114833636858185,0.615509057779865,0.031228968283677553,1.150450249469101,0.025246204645262785,0.9071694832634858,0.008800629641669102,,,,
106,0.3401964451865246,0.029006328349005368,0.6153436302392393,0.028611495952627065,1.1507211298505637,0.025145878347200185,0.9058934257002024,0.008766086559312434,,,,
107,0.3386578860012648,0.023831845807177263,0.6167451752879336,0.03127263596374797,1.1510878996031884,0.026462899382860675,0.9045621432359372,0.008553452559508349,,,,
108,0.3381839372565707,0.013502837745986224,0.6193526957878867,0.021508052405505695,1.1513737877636125,0.02678266069648761,0.9030011201895182,0.008294321805111995,,,,
109,0.33673328776833467,0.01689067938815923,0.6187615188274831,0.02285510125953205,1.151869891847345,0.02706209808856808,0.9013415723650668,0.008220928289062046,,,,
110,0.3432209651024459,0.018720428293732536,0.6204995463091427,0.02624924993922937,1.1528037404602771,0.028329683559762595,0.8997535398530043,0.008284908889267327,,,,
111,0.33881546789916567,0.023056401252756445,0.6184782279071316,0.02377870943829932,1.1536644408052312,0.028510116592290004,0.8977184876797342,0.007931990151228042,,,,
112,0.3426630548697986,0.01887721454774251,0.6187126042665805,0.023045019085433226,1.152869318093407,0.028498861294836027,0.8961934556636931,0.008279982815670429,,,,
113,0.3459990181705788,0.021221184837788978,0.6188405047303878,0.023828242438706026,1.1543061718755012,0.027655609672925022,0.8947675986452479,0.0079399496422223,,,,
114,0.33908952882176413,0.017615918135099037,0.6256212072354772,0.02058170443982014,1.1566820814598153,0.026731457172334022,0.8929051005051953,0.007879073542659217,,,,
115,0.33554995049149394,0.014796505454632463,0.6266721449465599,0.023656623946351898,1.1581631654354974,0.026818703036193815,0.8915988875303793,0.007463099825208918,,,,
116,0.3275197693226513,0.01009111464154155,0.6282239631798,0.020593397946957616,1.1590405824526908,0.026437502019400812,0.8899333463615786,0.007618098953789139,,,,
117,0.3312384413405992,0.010077682567944881,0.634097783777463,0.019010911330264675,1.1591260473873972,0.026019140571444985,0.888524373382783,0.007269127316159428,,,,
118,0.3307132300796452,0.007705883528347146,0.6356406364533507,0.021807478313194656,1.1594530975623782,0.02457585079566128,0.8869020369940372,0.007458506071655775,,,,
119,0.3307421199364606,0.016696025272104335,0.6366809564682748,0.01839533277730471,1.160198240505207,0.025973290587214547,0.8855491278745337,0.0071635221163488545,,,,
120,0.32964850148765057,0.014226476410603862,0.6395117885396198,0.02889863367196642,1.159073613949866,0.02638847095426689,0.8842658039806391,0.007374751412961137,,,,
121,0.3383096387399062,0.024618941045610257,0.6392478831130143,0.031774779698266,1.1607249891964673,0.027128712227799518,0.8829388706077896,0.00756139067622825,,,,
122,0.3373321146432187,0.014302543995667747,0.6432994621728796,0.02540322406426937,1.161594672042177,0.025882825316601726,0.8814580758004936,0.0075807823261894855,,,,
123,0.3378865378545493,0.014882751737254013,0.6411622284650134,0.02535417255987823,1.1609301905487714,0.027820759186785223,0.8800090978149434,0.007828683998746441,,,,
124,0.3379355498244875,0.014476910984485338,0.6428045513977962,0.025219136920333805,1.1598333905922082,0.02791291162404104,0.8786849949161073,0.007577183366829196,,,,
125,0.34073402782893947,0.01816123566111841,0.6422926018122211,0.026824517391101664,1.159090067307496,0.03003161795460666,0.8766013891987801,0.00809462828381333,,,,
126,0.34694025284913776,0.02672654025567423,0.6397600948941335,0.025380064574052848,1.159589695322959,0.029715719513078106,0.8755973198399628,0.0077265380840292565,,,,
127,0.34227434134240314,0.02566447646470237,0.641837758789225,0.024219155630944744,1.1611063749991632,0.02981216064644185,0.874124828277823,0.0073634159578807755,,,,
128,0.34217635025772275,0.026480561704141058,0.6445054353992454,0.02541995009955323,1.1614903906593448,0.029534308133495713,0.8729968104391134,0.007554114924362791,,,,
129,0.34192173231581396,0.023591745075051674,0.6469551262138646,0.02621363244072832,1.162640270134275,0.027652045048068008,0.8716041814307033,0.008003494657805683,,,,
130,0.3418115537861904,0.025023205936924624,0.6468571080203542,0.022046337905884637,1.1622467082978978,0.02786298714451271,0.8700618904945328,0.007525319988713041,,,,
131,0.3439488318445398,0.026056112718652893,0.6449898777201343,0.017394739635967313,1.162943577333082,0.029224034774585548,0.8689158564740381,0.008055253589888456,,,,
132,0.3386827818821777,0.02434138947923403,0.6444472033004838,0.01616196978992261,1.1635454028250598,0.029713460697835113,0.867733599542379,0.008174221749304607,,,,
133,0.34267446528953904,0.025583293269702684,0.6535814849074301,0.01610447444313171,1.1629306929921275,0.028442185853071778,0.8664409881056712,0.008040973593762494,,,,
134,0.3446789689760685,0.030423913994985226,0.6543965161144195,0.01400010194461683,1.1618981381148064,0.02790920047118808,0.8650360523669551,0.008460525037344784,,,,
135,0.34487616578886415,0.03019946181119312,0.653033434731806,0.01262986397732909,1.1626264284229235,0.028744697376405476,0.8636891221366889,0.00862678991100465,,,,
136,0.34487834490129166,0.028335826630546002,0.6539882989140924,0.016296912547478407,1.1637861118592647,0.028696733868941567,0.8622872215670613,0.00897310978171243,,,,
137,0.3448900040813468,0.025771852851569778,0.6558044111198196,0.017625181166287657,1.1629520727216065,0.028390877316733225,0.8609429222436115,0.008578310315747982,,,,
138,0.34844724870030575,0.028629612702893922,0.6591746793069867,0.016913866353237814,1.1627568416176768,0.027496690482097748,0.8590584976722914,0.009007709413169692,,,,
139,0.3545598722041625,0.02680883178301463,0.6597418518513691,0.016584154398165817,1.1621048760436057,0.028817789864014374,0.8577502140859907,0.009022495263234755,,,,
140,0.3518123267189062,0.02546638491871012,0.6646321029525419,0.01988060493627698,1.1631793576866554,0.02885019120449,0.8565067442089465,0.008864370464445381,,,,
141,0.35186910492273676,0.0267052925491016,0.6650998238283212,0.020231451401867363,1.163129176340138,0.030243166772723363,0.854947509718657,0.00859858707668749,,,,
142,0.35178272164345137,0.026095143063665224,0.6654921782751179,0.019092075127761787,1.1638314113785058,0.031479031757039436,0.8537582793703935,0.008639572041556375,,,,
143,0.3504010746900519,0.02797863376714619,0.6696600395810295,0.02143953515079175,1.164831427802687,0.030331029261477908,0.852551809923971,0.008431579916702363,,,,
144,0.3491642204354162,0.029207323091413776,0.6703071232300182,0.022166045441447384,1.1659084884040576,0.030505047545886888,0.8510368878461939,0.007988253273061663,,,,
145,0.351547892137626,0.028437432479387705,0.6686910142581528,0.023728198076755913,1.1663036941774285,0.03162273970667181,0.8497374635126576,0.007507871643348224,,,,
146,0.35049789831856437,0.027713795465841604,0.669938795435149,0.021214342222836455,1.1661918522059636,0.032608488136028166,0.8487061602414494,0.007314309368680815,,,,
147,0.35635218670973867,0.0264714424478449,0.6726929054951408,0.01862726834848739,1.165793600393171,0.032625889248267655,0.8475671198099258,0.007547922720638527,,,,
148,0.3520099001210538,0.019058336615550887,0.6757679865077797,0.019816989968918123,1.1670873222858507,0.031410642398322544,0.8460127221625809,0.007728340162081173,,,,
149,0.353094376464393,0.01721928693052569,0.6772622108503711,0.021823644039392763,1.1671353247973106,0.031225964244304145,0.8449197405399358,0.007929095827266636,,,,
150,0.35263606330368397,0.019833203409717722,0.6784785989571066,0.018020584807654342,1.1676291694322156,0.02989417588592197,0.8433606788194712,0.007419372207249123,,,,
151,0.3559561459634103,0.01855438834291177,0.681156393258642,0.018037651670686404,1.1668738747840899,0.029275540607174654,0.8419478080043052,0.007684607652026042,,,,
152,0.3548114325817121,0.02117834061155796,0.6823814068576635,0.020434742438018783,1.166404521894649,0.03023112991925282,0.8402384677640686,0.0073974548165555475,,,,
153,0.3566325661200702,0.022859097233659774,0.6829563189021759,0.020918048485832792,1.165834516594246,0.028588063800961808,0.8390382296280376,0.007446691944013301,,,,
154,0.35684511832404575,0.025704266816954757,0.683042660159614,0.016825348237848203,1.1670730172189265,0.02821057069742522,0.8377654507791223,0.007682585632632559,,,,
155,0.3556400259770859,0.025604670961349996,0.6843072900377742,0.018085168741987758,1.1669154917820816,0.028180417900436867,0.8365598393303542,0.008006813766051167,,,,
156,0.35315100018972884,0.029923246420591083,0.6866360672307819,0.019305030088264008,1.1677395777194248,0.028229304218032773,0.834668268304531,0.008561253876467598,,,,
157,0.35121794676700063,0.03051450415287456,0.687190179931266,0.01892928189870148,1.1682236482020316,0.02883865057758782,0.8331055131533791,0.007949716586062232,,,,
158,0.35477103901651935,0.03112462790844805,0.6884109675089071,0.01969503170378107,1.1689301114683288,0.028009042944069983,0.8316292359252422,0.008257257403497663,,,,
159,0.35700830661083666,0.0330496816477308,0.6898897805696886,0.019373099340769816,1.1695407533302113,0.027222025831790942,0.8303921789370363,0.007911910787030765,,,,
160,0.3508891051321511,0.0315014907773691,0.6912868154497502,0.017346329326159874,1.169736135851148,0.027431522791164027,0.8289790199177345,0.00819409618857421,,,,
161,0.35472445992438034,0.03455888727962845,0.6918547592421926,0.019319810136806413,1.170485143367679,0.027426391346329276,0.8278635251609112,0.008155152576865573,,,,
162,0.350517271897694,0.03262956212096924,0.6920676258529903,0.020512070728384426,1.1709866225657086,0.025949020457424168,0.8268791100992029,0.007777075089608906,,,,
163,0.3556853213300043,0.023623438301380955,0.6930277422378612,0.019489284346909358,1.170858763337139,0.026184849891794496,0.8258748621522342,0.008003381249204841,,,,
164,0.3509106573110616,0.026664319542946933,0.6935868503192959,0.01812063801257985,1.169440355019654,0.02686951131868244,0.8247454371734337,0.00827565081239608,,,,
165,0.3468419026613241,0.025773367031750028,0.6973226715693587,0.018915280925271068,1.1687477817559042,0.026964700092646066,0.8236472305471203,0.00787724582852069,,,,
166,0.35184613613918625,0.029408896204329012,0.6984369518839437,0.017840090758347745,1.1686423249400866,0.02819797609520884,0.8223271086079409,0.00768845050892085,,,,
167,0.3542926059645649,0.0215903173463813,0.7026527870464602,0.015499549258019954,1.1693402110665125,0.02651636970157955,0.8212266409988,0.007887905595219097,,,,
168,0.35439527691420364,0.021899717584618776,0.7031380091523524,0.0142742141402153,1.1699900276733883,0.026232711422861484,0.819808442303745,0.008319294215337631,,,,
169,0.35098947829624677,0.017852481641738725,0.703836181241709,0.013879789119451641,1.170046228725183,0.025851850533045694,0.8187160058421645,0.008492439863941836,,,,
170,0.35311696007866716,0.022605749509118676,0.7044262948712243,0.014791044378042682,1.169692429910778,0.02719604427161506,0.8172772002256607,0.008443882887856953,,,,
171,0.35323297464862724,0.0266948053762064,0.7075894158581817,0.01414472750840215,1.1703041207570584,0.02794463179141755,0.8159631567446922,0.00834737972806606,,,,
172,0.3466631654581711,0.03280833302541445,0.7095559653146708,0.01464641505985642,1.1707608625185908,0.029046455851078293,0.8148661706125644,0.00803441049496829,,,,
173,0.3490892880161674,0.030310743425013574,0.7087817114460835,0.016082578640675128,1.1698889310318283,0.03011838846853374,0.8138100716012101,0.008069747692546687,,,,
174,0.3532988847867769,0.02409213790141204,0.7117937324743974,0.016893493853297102,1.1705167886191046,0.029380865970598167,0.8125643064278419,0.008201111004332299,,,,
175,0.3543707070418068,0.028244429044113117,0.7128612229819103,0.013932319986191672,1.1701236127783379,0.02994366539332845,0.8112765499944998,0.00809519648625756,,,,
